SiteCode,DataValue,LocalDateTime,UTCOffset,VariableCode,QualityControlLevelCode
S_GIOVANNI_BIAN,49.0,08/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,09/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,10/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,11/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,12/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,13/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,14/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,15/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,9.0,16/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,17/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,18/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,3.0,19/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,3.0,20/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,21/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,22/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,56.0,23/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,84.0,24/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,5.0,25/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,1.0,26/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,27/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,10.0,28/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,6.0,29/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,30/06/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,14.0,01/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,02/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,03/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,04/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,17.0,05/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,06/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,07/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,08/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,6.0,09/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,10/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,11/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,57.0,12/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,17.0,13/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,10.0,14/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,15/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,25.0,16/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,17/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,18/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,19/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,20/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,0.0,21/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,8.0,22/07/1951 09:00,1,Precipitation,3
S_GIOVANNI_BIAN,98.0,23/07/1951 09:00,1,Precipitation,3
